UnitID,InstitutionName,Year,CovidIndicator,GraduationRate,TotalEnrollment,AvgInStateTuition,PercentWhite,PercentWomen,RetentionRate,StudentToFacultyRatio,PercentOnlineOnly,PercentAnyFinancialAid,AvgGrantAid,PercentPellGrant,AvgPellGrant,AvgStudentLoans,PercentSomeOnline,PercentNoOnline,Staff,HealtcareStaff
457916,Summit Salon Academy-Perrysburg,2020,1,73,88,,74,100,100,10,0,87,5126,57,5126,5039,0,100,9,0
461111,Allstate Hairstyling & Barber College,2020,1,81,30,,27,10,97,10,0,75,4706,75,4706,,0,100,9,0
461999,Elite School of Cosmetology,2020,1,46,92,,60,97,69,18,0,77,4331,62,4331,4917,0,100,7,0
476629,Salon Institute-Toledo Campus,2020,1,79,144,,83,94,66,14,0,79,4973,40,4973,6389,0,100,20,0
476683,Athena Career Academy,2020,1,72,338,,20,95,63,41,0,98,2558,78,2558,5577,0,100,22,0
482574,DeVry University-Ohio,2020,1,15,419,14616,65,44,58,14,95,92,5898,67,5069,7205,5,0,57,0
483018,Antioch College,2020,1,66,116,35461,49,60,71,7,14,100,32509,81,5076,6605,0,86,83,1
483647,Ohio Institute of Allied Health,2020,1,50,34,13700,44,94,71,4,0,100,4742,93,4742,7610,0,100,20,0
483920,LaBarberia Institute of Hair,2020,1,83,69,,14,43,79,25,0,84,5420,82,5420,6455,0,100,21,0
486257,Valor Christian College,2020,1,41,289,7200,36,56,65,19,40,79,5293,47,5304,7073,34,26,27,0
487302,Fortis College-Cuyahoga Falls,2020,1,56,575,14227,46,77,43,28,0,96,5497,86,5402,7780,64,36,41,0
487861,Felbry College,2020,1,,288,13335,6,89,,22,0,97,3406,97,2485,4306,100,0,23,0
490692,Cincinnati School of Barbering & Hair Design,2020,1,100,52,,27,12,88,25,0,90,4603,90,4603,,0,100,5,0
490832,Ross College-Canton,2020,1,43,279,,53,93,75,15,0,65,4414,41,4859,11178,28,72,25,0
493521,Global Tech College,2020,1,,2,8500,50,50,80,2,0,100,2788,100,2788,5615,0,100,3,0
494250,Valley College-Cleveland,2020,1,,221,,21,93,75,18,0,100,6473,94,5796,6921,100,0,33,1
494995,Meryma'at Barber College,2020,1,67,30,,33,20,73,20,0,42,5473,42,5473,,0,100,3,0
200590,ETI Technical College,2021,1,75,129,10002,71,81,75,0,100,11441,75,7053,8475,8475,2,98,37,0
200785,Herzing University-Akron,2021,1,40,410,13320,46,90,50,39,100,6292,92,4621,9131,9131,38,23,28,0
200800,University of Akron Main Campus,2021,1,60,14516,9595,74,48,69,9,96,7341,39,4428,6778,6778,59,32,1832,27
200846,University of Akron Wayne College,2021,1,19,1575,5940,87,61,55,4,91,5079,40,3658,4510,4510,16,79,56,2
200873,Allegheny Wesleyan College,2021,1,58,77,6400,95,58,81,1,88,6367,59,5700,3500,3500,1,97,24,0
201061,Art Academy of Cincinnati,2021,1,38,239,33400,63,71,59,2,100,19479,57,5510,7935,7935,25,74,62,0
201104,Ashland University,2021,1,68,4929,22000,75,54,72,14,98,14613,34,5213,8693,8693,29,57,846,2
201177,Aultman College of Nursing and Health Sciences,2021,1,50,259,18210,86,90,53,21,92,7148,50,4645,8686,8686,64,15,57,0
201195,Baldwin Wallace University,2021,1,66,3325,35366,77,56,82,1,100,25184,31,4967,7759,7759,37,62,715,7
201283,Belmont College,2021,1,28,803,2898,94,62,50,6,84,4223,50,4274,2919,2919,34,60,88,0
201371,Bluffton University,2021,1,53,791,33952,73,45,69,2,100,28155,55,4932,7619,7619,3,95,136,4
201432,Bowling Green State University-Firelands,2021,1,11,1940,5390,77,64,54,23,90,4146,48,4488,6145,6145,45,32,115,0
201441,Bowling Green State University-Main Campus,2021,1,62,17645,10776,79,56,78,7,98,7888,26,4593,7460,7460,27,66,1947,9
201469,Bryant & Stratton College-Parma,2021,1,22,619,18487,49,75,67,0,95,7676,66,3742,5150,5150,57,43,115,0
201548,Capital University,2021,1,62,2820,38928,72,61,79,1,100,27445,35,4633,7066,7066,49,50,465,0
201645,Case Western Reserve University,2021,1,84,12142,54020,40,47,94,0,85,33761,17,5232,6031,6031,4,96,4186,152
201654,Cedarville University,2021,1,73,4643,33174,89,55,86,13,100,18636,19,4296,7860,7860,24,63,615,10
201672,Central Ohio Technical College,2021,1,30,2636,4896,70,70,46,13,94,4184,47,4227,4343,4343,26,61,184,0
201690,Central State University,2021,1,23,6044,4842,27,71,41,70,95,6671,83,4278,5983,5983,22,8,503,1
201821,The Christ College of Nursing and Health Sciences,2021,1,42,879,15114,75,92,83,21,100,8765,44,5076,6716,6716,56,22,95,0
201867,Cincinnati College of Mortuary Science,2021,1,,104,19975,87,86,,0,,,,,,,0,100,14,0
201885,University of Cincinnati-Main Campus,2021,1,73,40329,10099,72,51,87,15,85,6981,17,4765,7895,7895,51,34,7077,618
201928,Cincinnati State Technical and Community College,2021,1,17,8140,4050,57,61,100,30,81,6869,50,6102,4798,4798,27,43,527,0
201946,University of Cincinnati-Clermont College,2021,1,20,6529,5230,71,57,,77,80,4438,36,4435,5105,5105,12,11,240,0
201955,University of Cincinnati-Blue Ash College,2021,1,13,6133,5651,65,61,,39,77,4387,40,4393,5383,5383,32,28,326,0
201964,Ohio Christian University,2021,1,29,1900,13045,43,61,65,79,97,13996,47,4652,7252,7252,0,21,223,0
201973,Clark State College,2021,1,22,5042,3296,74,67,33,36,86,5602,54,5613,4435,4435,24,41,344,0
202046,Cleveland Institute of Art,2021,1,56,580,42530,66,73,90,0,100,28187,50,5094,9592,9592,9,91,154,0
202073,Cleveland Institute of Music,2021,1,71,343,40000,11,51,100,0,98,24333,19,4430,8401,8401,8,92,113,0
202134,Cleveland State University,2021,1,51,15308,11610,63,56,70,7,94,8779,41,5104,6041,6041,39,53,1686,10
202170,Columbus College of Art & Design,2021,1,60,1000,36500,67,70,82,4,100,24540,45,4906,8003,8003,71,25,196,0
202222,Columbus State Community College,2021,1,28,25102,5038,52,56,61,65,82,3939,47,4836,3628,3628,22,13,1502,9
202356,Cuyahoga Community College District,2021,1,24,17523,4472,56,62,59,54,73,6057,54,6203,3703,3703,26,21,1894,12
202435,Davis College,2021,1,75,106,12600,23,79,32,0,68,5225,68,4322,6913,6913,35,65,21,0
202453,Dayton Barber College,2021,1,65,73,,30,18,78,0,86,5314,86,5314,,,0,100,5,0
202480,University of Dayton,2021,1,80,11971,44890,79,48,88,0,98,32287,19,4811,10965,10965,23,77,2923,15
202514,Defiance College,2021,1,51,585,34044,66,40,55,0,97,22996,57,4582,6686,6686,37,63,134,2
202523,Denison University,2021,1,81,2321,57500,60,52,87,0,96,34310,14,5270,8248,8248,0,100,749,14
202648,Edison State Community College,2021,1,38,4435,3488,88,63,53,41,96,4575,36,4003,5001,5001,21,38,198,0
202763,The University of Findlay,2021,1,63,4811,35878,62,64,88,5,100,25326,34,4802,9325,9325,31,64,588,14
202806,Franklin University,2021,1,25,6815,9552,60,60,100,91,25,,0,,9500,9500,2,7,635,0
202903,Gods Bible School and College,2021,1,42,348,6500,79,51,86,49,100,5788,62,4811,3196,3196,36,15,75,0
202912,Good Samaritan College of Nursing and Health Science,2021,1,83,305,13605,72,94,,12,92,4310,38,3265,4076,4076,80,8,47,0
203085,Heidelberg University,2021,1,57,1197,32900,79,49,70,5,100,24158,38,4540,6347,6347,67,28,228,2
203128,Hiram College,2021,1,53,1335,25000,32,55,71,7,100,19854,51,4816,7068,7068,13,80,194,3
203155,Hocking College,2021,1,23,2348,3816,79,51,42,12,93,4181,59,4144,2020,2020,32,56,246,0
203289,International College of Broadcasting,2021,1,56,55,11830,62,22,79,0,55,4890,36,4440,5354,5354,98,2,14,0
203331,Eastern Gateway Community College,2021,1,32,45173,4115,51,68,64,95,98,8027,36,4984,2719,2719,1,4,742,0
203368,John Carroll University,2021,1,76,3171,43740,85,45,86,0,99,30648,19,4657,7487,7487,16,84,524,2
203386,Hondros College of Nursing,2021,1,23,2541,18912,37,93,40,1,99,6415,89,5900,6497,6497,20,80,275,0
203438,Casal Aveda Institute,2021,1,62,106,,73,97,92,0,97,5909,62,6110,6420,6420,0,100,22,0
203447,Kent State University at Ashtabula,2021,1,29,1859,6651,79,63,53,70,94,4832,59,5109,4922,4922,18,13,101,1
203456,Kent State University at East Liverpool,2021,1,22,1021,6651,81,67,45,78,96,4384,50,5320,6499,6499,9,13,43,1
203465,Kent State University at Stark,2021,1,33,4653,6651,80,62,61,59,78,4637,37,4806,4812,4812,27,14,243,0
203474,Kent State University at Trumbull,2021,1,27,2068,6651,81,62,55,72,89,4968,51,5032,4952,4952,18,10,89,0
203483,Kent State University at Tuscarawas,2021,1,38,1986,6651,84,60,60,53,94,3989,43,5811,5054,5054,27,20,149,1
203492,Kent State University at Salem,2021,1,31,1566,6651,84,72,53,68,83,4686,43,4969,5266,5266,14,18,84,0
203517,Kent State University at Kent,2021,1,68,26597,11000,75,62,81,25,95,8401,29,4931,7633,7633,68,6,3227,32
203526,Kent State University at Geauga,2021,1,24,2240,6651,76,64,34,70,79,3641,35,5506,4953,4953,16,13,94,1
203535,Kenyon College,2021,1,87,1875,63060,69,54,91,0,80,32553,10,4926,4470,4470,0,100,630,6
203544,Kettering College,2021,1,49,811,14232,72,84,73,10,98,5961,33,5064,7972,7972,28,62,125,0
203580,Lake Erie College,2021,1,45,920,32610,64,46,63,3,100,25369,40,4462,7196,7196,67,30,171,2
203599,Lakeland Community College,2021,1,14,4786,3611,71,63,60,32,59,4296,35,4585,4813,4813,30,39,458,0
203614,Collins Career Technical Center,2021,1,75,454,,97,80,100,0,87,5598,80,5598,7000,7000,0,100,84,0
203678,James A. Rhodes State College,2021,1,47,3402,4325,76,65,65,14,69,2609,39,2617,3626,3626,21,65,202,0
203720,Ohio Business College-Sheffield,2021,1,54,183,8820,48,48,76,0,100,6257,89,5969,7495,7495,0,100,31,0
203739,Ohio Business College-Sandusky,2021,1,77,54,8820,50,87,50,0,94,5366,89,4528,6183,6183,0,100,12,0
203748,Lorain County Community College,2021,1,27,9520,4007,72,62,,37,93,4274,44,4325,4092,4092,28,35,685,0
203757,Lourdes University,2021,1,58,1112,24400,78,58,58,5,100,19629,44,4100,6640,6640,43,51,204,0
203775,Malone University,2021,1,60,1306,32400,74,59,72,14,100,23743,39,4400,7424,7424,36,49,241,0
203845,Marietta College,2021,1,51,1265,36410,82,49,67,0,99,29018,31,4744,7115,7115,0,100,364,5
203881,Marion Technical College,2021,1,31,2662,5000,78,58,62,28,94,4231,55,4787,4428,4428,28,44,145,0
203960,Mercy College of Ohio,2021,1,52,1311,16200,72,89,76,30,100,8178,53,3680,7437,7437,34,36,186,0
203997,Methodist Theological School in Ohio,2021,1,,126,,,,,,,,,,,,,,39,0
204006,Miami University-Hamilton,2021,1,19,2289,5747,72,52,64,32,85,4171,40,4619,4723,4723,53,15,246,0
204015,Miami University-Middletown,2021,1,19,1492,5747,70,55,65,44,81,3808,33,4377,5044,5044,43,12,141,0
204024,Miami University-Oxford,2021,1,83,19264,13253,79,51,89,1,94,13405,14,5037,8082,8082,30,69,2976,16
204121,Moler Hollywood Beauty Academy,2021,1,88,67,,31,100,67,0,76,6038,72,6279,6000,6000,0,100,7,0
204176,Mount Carmel College of Nursing,2021,1,81,790,22134,67,88,58,24,90,5931,50,4717,5486,5486,71,5,98,1
204185,University of Mount Union,2021,1,68,2133,33000,78,49,72,0,100,21440,38,4538,7887,7887,28,72,436,2
204194,Mount Vernon Nazarene University,2021,1,59,2064,23483,87,61,78,23,100,21161,32,4735,7096,7096,23,55,389,2
204200,Mount St. Joseph University,2021,1,53,2064,32100,82,53,72,1,100,23074,37,5048,7412,7412,26,73,386,4
204255,Zane State College,2021,1,44,1731,5520,87,60,,17,70,5883,46,5916,3624,3624,41,42,122,0
204264,Muskingum University,2021,1,51,2171,29300,77,54,68,7,97,23812,56,4736,7219,7219,7,86,315,4
204422,North Central State College,2021,1,18,2582,5088,87,61,90,30,94,4505,47,4576,2684,2684,35,35,195,0
204440,Northwest State Community College,2021,1,39,2777,4256,62,44,83,21,86,5987,36,4784,3657,3657,20,58,175,1
204459,Toledo Public Schools Adult and Continuing Education,2021,1,66,20,,25,30,78,0,89,3930,89,3830,2872,2872,0,100,3,0
204477,Northeast Ohio Medical University,2021,1,,1011,,,,,,,,,,,,,,421,5
204486,University of Northwestern Ohio,2021,1,60,2741,10475,80,15,56,14,92,5989,36,5507,7274,7274,14,72,296,0
204501,Oberlin College,2021,1,82,2953,59384,61,58,91,0,95,34607,8,5131,5077,5077,0,100,864,4
204608,Ohio Technical College,2021,1,63,470,,71,11,59,0,83,6076,51,5348,7030,7030,0,100,99,0
204617,Ohio Dominican University,2021,1,56,1332,32780,50,51,57,8,100,22739,47,4741,6450,6450,37,55,211,0
204635,Ohio Northern University,2021,1,76,3116,34390,81,45,86,0,99,25122,25,4378,14357,14357,10,90,521,7
204662,Ohio State University Agricultural Technical Institute,2021,1,46,490,8253,91,57,62,2,89,5380,32,3924,5907,5907,69,29,73,0
204671,Ohio State University-Lima Campus,2021,1,24,874,8295,80,59,42,3,87,4732,33,4406,5497,5497,60,37,98,0
204680,Ohio State University-Mansfield Campus,2021,1,15,954,8295,76,55,38,9,81,6711,45,4942,6255,6255,69,22,95,0
204699,Ohio State University-Marion Campus,2021,1,15,1047,8295,76,50,40,6,91,4799,29,4176,4929,4929,73,21,119,2
204705,Ohio State University-Newark Campus,2021,1,30,2730,8295,63,50,33,11,77,5941,40,4650,5305,5305,78,12,150,0
204714,Ohio State Beauty Academy,2021,1,38,84,,74,92,42,0,100,5686,78,5686,7662,7662,0,100,9,0
204723,Ohio State College of Barber Styling,2021,1,88,299,,29,23,77,0,100,4856,100,4636,3464,3464,0,100,11,0
204769,The Spa School,2021,1,72,157,,56,96,90,0,78,2850,35,3949,3967,3967,0,100,13,0
204778,Ohio State School of Cosmetology-Canal Winchester,2021,1,62,89,,63,98,86,0,83,3712,42,4334,4520,4520,0,100,11,0
204796,Ohio State University-Main Campus,2021,1,88,61677,11018,64,50,94,6,83,11830,17,4849,7792,7792,81,12,32535,7690
204802,Ohio University-Eastern Campus,2021,1,18,1204,5774,87,66,57,35,97,4146,32,4764,3699,3699,53,12,33,0
204820,Ohio University-Chillicothe Campus,2021,1,18,2211,5774,85,66,54,39,98,4274,43,4121,3369,3369,52,8,77,0
204839,Ohio University-Southern Campus,2021,1,19,2451,5774,84,67,60,36,97,5202,52,4179,3770,3770,56,8,65,0
204848,Ohio University-Lancaster Campus,2021,1,14,2125,5774,85,63,56,40,98,3861,31,4280,3384,3384,54,6,55,0
204857,Ohio University-Main Campus,2021,1,67,24797,12840,80,60,81,24,99,8756,23,4618,6518,6518,59,18,3365,35
204866,Ohio University-Zanesville Campus,2021,1,22,2184,5774,85,71,57,35,99,4668,44,4302,3696,3696,57,8,60,0
204884,East Ohio College,2021,1,58,133,12426,89,94,69,0,100,7393,74,5620,7451,7451,0,100,28,0
204893,Trinity Health System School of Nursing,2021,1,67,35,9840,94,83,25,0,75,9674,50,6345,4833,4833,0,100,11,0
204909,Ohio Wesleyan University,2021,1,64,1339,48272,71,55,79,0,100,37142,27,4589,7000,7000,0,100,341,1
204936,Otterbein University,2021,1,69,2605,33224,73,60,80,1,100,23065,33,4980,8994,8994,23,76,429,1
204945,Owens Community College,2021,1,24,7516,4272,74,50,52,24,85,4331,44,4328,5044,5044,23,52,613,0
204990,Payne Theological Seminary,2021,1,,200,,,,,,,,,,,,,,23,0
205027,Pontifical College Josephinum,2021,1,19,150,26500,69,0,75,0,0,,0,,,,0,100,53,0
205054,Professional Skills Institute,2021,1,42,354,12618,33,91,41,0,95,4337,63,4005,7580,7580,99,1,40,0
205090,Firelands Regional Medical Center School of Nursing,2021,1,,74,6138,81,95,,0,,,,,,,0,100,15,0
205124,Rabbinical College Telshe,2021,1,63,72,13600,100,0,93,0,73,12253,53,8739,,,0,100,17,0
205142,Raphael's School of Beauty Culture Inc-Niles,2021,1,40,164,,57,73,69,0,88,5654,73,5702,5951,5951,0,100,11,0
205179,Fortis College-Centerville,2021,1,46,491,14016,59,81,47,0,89,5653,78,5172,8183,8183,85,15,127,0
205203,University of Rio Grande,2021,1,34,1868,19400,74,60,54,12,85,6952,51,4301,7390,7390,15,73,218,3
205391,The Modern College of Design,2021,1,67,195,29109,80,76,,29,100,7279,52,5174,8102,8102,11,61,34,0
205443,Shawnee State University,2021,1,37,3216,8604,68,57,71,9,97,6591,42,4632,5664,5664,60,31,408,0
205470,Sinclair Community College,2021,1,27,18544,3649,67,53,78,42,80,4289,37,4660,4434,4434,20,37,1234,0
205841,Stark State College,2021,1,19,10596,3036,72,59,51,27,82,3861,50,4095,4177,4177,30,42,508,1
205887,Stautzenberger College-Maumee,2021,1,53,482,16249,52,86,60,43,95,6269,78,5820,10323,10323,49,8,63,0
205957,Franciscan University of Steubenville,2021,1,75,3415,29720,74,58,82,12,98,21703,21,4373,4963,4963,34,54,384,1
205966,Southern State Community College,2021,1,30,1933,4907,92,69,53,27,86,5574,48,5719,4694,4694,31,42,131,0
206011,Terra State Community College,2021,1,32,2015,4440,73,46,64,21,92,4605,49,4620,3060,3060,33,46,190,0
206048,Tiffin University,2021,1,45,2934,27780,49,52,65,28,99,17806,50,4560,8871,8871,20,52,296,6
206084,University of Toledo,2021,1,55,16979,9028,68,52,75,15,95,8876,31,5048,6394,6394,58,27,4531,1311
206154,Tri-State Bible College,2021,1,,24,8400,61,26,,4,,,,,,,9,87,16,0
206288,United Theological Seminary,2021,1,,399,,,,,,,,,,,,,,51,0
206349,Ursuline College,2021,1,49,1079,35310,57,93,72,10,100,29171,49,5031,5992,5992,45,45,221,1
206437,Walsh University,2021,1,69,2440,30205,48,55,71,10,98,23469,31,4599,8657,8657,66,23,328,0
206446,Washington State Community College,2021,1,32,1842,4008,89,64,53,9,83,4970,59,4920,5197,5197,49,42,159,0
206491,Wilberforce University,2021,1,18,557,12020,1,60,58,9,95,11620,77,6174,5335,5335,0,91,116,1
206507,Wilmington College,2021,1,53,1036,27720,77,55,68,4,100,16746,38,4626,7254,7254,40,56,210,6
206516,Winebrenner Theological Seminary,2021,1,,107,,,,,,,,,,,,,,11,0
206525,Wittenberg University,2021,1,64,1326,41442,77,54,70,0,100,32111,35,4939,7910,7910,7,93,311,4
206589,The College of Wooster,2021,1,77,1968,55050,61,54,80,0,100,41765,23,4782,7564,7564,0,100,610,12
206604,Wright State University-Main Campus,2021,1,44,10295,9784,73,55,65,12,93,8040,37,4953,6195,6195,65,24,1516,17
206613,Wright State University-Lake Campus,2021,1,41,1444,6547,91,60,64,29,85,4274,26,4308,5469,5469,44,27,97,1
206622,Xavier University,2021,1,75,6633,42230,75,56,83,2,100,26824,19,4726,9239,9239,43,55,1116,6
206695,Youngstown State University,2021,1,47,11298,9196,75,56,75,7,98,8912,40,5215,5864,5864,45,48,1179,6
245892,Antioch University,2021,1,,477,14976,49,74,,100,,,,,,,0,0,46,0
250902,Moler-Pickens Beauty Academy,2021,1,86,82,,23,88,61,0,85,3721,85,3683,2939,2939,0,100,6,0
363147,Raphael's School of Beauty Culture Inc-Alliance,2021,1,49,429,,28,97,74,0,92,5508,81,5674,6258,6258,0,100,17,0
363882,Raphael's School of Beauty Culture Inc-Brunswick,2021,1,54,98,,46,99,57,0,70,5524,63,5713,6434,6434,0,100,5,0
375407,Madison Adult Career Center,2021,1,80,106,,79,76,79,0,98,3912,48,4076,4611,4611,0,100,15,0
375416,Remington College-Cleveland Campus,2021,1,46,252,17919,7,73,45,0,100,5183,94,4027,7807,7807,100,0,31,0
405012,Ohio State School of Cosmetology-Heath,2021,1,71,66,,95,98,71,0,83,2680,38,3233,4096,4096,0,100,9,0
407568,Raphael's School of Beauty Culture Inc-Boardman,2021,1,54,174,,48,97,82,0,85,6440,83,5778,5925,5925,0,100,22,0
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2021,1,,40,9540,75,80,,0,,,,,,,0,100,4,0
434830,Creative Images Institute of Cosmetology-North Dayton,2021,1,89,194,,46,97,60,0,74,4064,48,3624,5055,5055,0,100,22,0
439899,Rosedale Bible College,2021,1,58,77,8700,88,52,70,27,100,9715,36,4295,2473,2473,0,73,18,0
441636,American Institute of Alternative Medicine,2021,1,,496,11943,12,86,,0,100,3668,100,3348,6812,6812,99,1,51,0
441645,Brown Aveda Institute-Mentor,2021,1,93,132,,65,98,92,0,91,4286,56,4188,6371,6371,0,100,21,0
444051,Creative Images Institute of Cosmetology-South Dayton,2021,1,78,86,,51,97,93,0,65,4893,42,4512,5453,5453,0,100,11,0
448600,Stautzenberger College-Brecksville,2021,1,44,257,16249,47,94,54,39,95,5018,74,4930,9683,9683,58,4,30,0
450058,Fortis College-Columbus,2021,1,43,904,14847,37,82,28,0,95,6216,88,5797,7431,7431,76,24,77,0
450067,Fortis College-Cincinnati,2021,1,49,562,14216,19,73,55,0,98,6546,91,5911,7940,7940,66,34,53,0
450395,Brown Aveda Institute-Strongsville,2021,1,57,112,,69,100,100,0,83,6647,42,5150,7516,7516,0,100,19,0
451477,MyComputerCareer at Columbus,2021,1,73,2397,,39,18,80,99,92,7709,74,5409,14829,14829,0,1,116,0
452081,Ross College-Sylvania,2021,1,58,968,,48,97,38,90,87,6152,72,5937,9875,9875,5,5,37,0
452373,ATA College-Cincinnati,2021,1,67,265,12420,9,95,50,2,100,4094,80,4045,7606,7606,98,0,31,0
452948,Galen College of Nursing-Cincinnati,2021,1,38,952,,65,91,83,0,98,5985,61,4326,7379,7379,100,0,62,0
453792,Ohio Medical Career College,2021,1,79,86,,8,95,74,0,90,5173,78,4838,7431,7431,0,100,14,0
454236,Chamberlain University-Ohio,2021,1,45,679,18900,56,89,50,5,100,5836,50,6345,9394,9394,62,33,74,0
457916,Summit Salon Academy-Perrysburg,2021,1,85,80,,75,100,100,0,46,3642,25,3642,7218,7218,0,100,9,0
461111,Allstate Hairstyling & Barber College,2021,1,61,35,,31,14,84,0,38,4875,38,4875,,,0,100,6,0
461999,Elite School of Cosmetology,2021,1,43,148,,69,97,70,0,82,3976,59,3976,4632,4632,0,100,7,0
476629,Salon Institute-Toledo Campus,2021,1,65,151,,89,97,72,0,35,5187,29,5187,7167,7167,0,100,19,0
476683,Athena Career Academy,2021,1,67,329,,13,95,26,0,84,2702,77,2558,5577,5577,0,100,31,0
482574,DeVry University-Ohio,2021,1,24,404,14392,59,54,17,100,100,6242,50,5628,6996,6996,0,0,41,0
483018,Antioch College,2021,1,32,133,35604,53,69,75,1,100,33164,77,4233,3466,3466,26,74,84,1
483647,Ohio Institute of Allied Health,2021,1,71,34,15000,41,94,80,0,100,4653,100,4653,8708,8708,0,100,28,0
483920,LaBarberia Institute of Hair,2021,1,49,201,,4,44,10,0,97,4459,81,4459,6749,6749,0,100,21,0
486257,Valor Christian College,2021,1,56,308,7200,30,59,,39,94,5592,61,5928,6105,6105,41,20,23,0
487302,Fortis College-Cuyahoga Falls,2021,1,47,561,14532,40,79,54,0,90,5439,85,5303,8603,8603,76,24,43,0
487861,Felbry College,2021,1,,329,13335,6,88,,0,29,3555,24,3659,6425,6425,97,3,22,0
490692,Cincinnati School of Barbering & Hair Design,2021,1,33,55,,24,15,50,0,82,3639,82,3639,,,0,100,4,0
490832,Ross College-Canton,2021,1,43,293,,42,94,76,0,79,5430,65,5380,11571,11571,62,38,24,0
493521,Global Tech College,2021,1,100,46,8880,28,26,,98,,,,,,,0,2,8,0
494250,Valley College-Cleveland,2021,1,,351,,15,93,68,0,100,5016,100,4507,7982,7982,100,0,44,1
494995,Meryma'at Barber College,2021,1,70,46,,30,9,100,0,100,7739,100,7739,,,0,100,3,0
496706,Lakewood University,2021,1,83,105,10104,29,39,0,100,38,7155,0,,,,0,0,28,0
200590,ETI Technical College,2022,1,83,152,10302,64,82,63,6,0,100,7870,75,7231,7278,80,20,38,0
200785,Herzing University-Akron,2022,1,22,369,11820,44,87,50,12,37,100,7201,88,4544,9242,41,22,27,0
200800,University of Akron Main Campus,2022,1,48,13470,10097,73,49,68,16,10,98,8525,19,4571,6940,56,35,1852,21
200846,University of Akron Wayne College,2022,1,11,1411,6617,88,60,,39,14,95,5901,27,3910,4437,35,52,53,2
200873,Allegheny Wesleyan College,2022,1,40,86,6400,92,43,76,7,15,100,7912,86,5004,3500,0,85,27,0
201061,Art Academy of Cincinnati,2022,1,49,263,33553,63,74,70,11,0,100,17764,55,4691,8634,0,100,69,2
201104,Ashland University,2022,1,60,4174,23000,78,58,70,11,14,99,18290,34,4381,7231,41,45,829,2
201177,Aultman College of Nursing and Health Sciences,2022,1,81,250,18210,84,91,67,7,16,90,6398,24,5290,9056,66,18,57,0
201195,Baldwin Wallace University,2022,1,65,3220,36575,77,55,82,9,0,100,24981,29,4535,8077,18,82,795,7
201283,Belmont College,2022,1,35,723,3140,93,65,51,13,7,87,4236,39,4506,3751,37,56,77,0
201371,Bluffton University,2022,1,46,745,34716,73,47,70,11,1,100,28214,47,5201,8638,4,95,146,3
201432,Bowling Green State University-Firelands,2022,1,12,1845,5637,74,63,55,16,26,86,5605,46,4754,6384,46,28,120,0
201441,Bowling Green State University-Main Campus,2022,1,61,16920,11272,79,57,77,17,8,98,8898,26,4764,7683,28,65,1997,11
201469,Bryant & Stratton College-Parma,2022,1,30,534,18428,46,79,0,11,0,95,9257,72,4147,5096,58,42,108,0
201548,Capital University,2022,1,61,2617,39900,70,60,78,10,1,98,28469,34,4742,7260,40,59,479,0
201645,Case Western Reserve University,2022,1,86,12201,61040,36,48,93,9,0,90,35452,18,5022,6836,3,97,4254,169
201654,Cedarville University,2022,1,75,4960,34498,87,55,86,16,14,100,19637,20,4629,7264,29,57,637,11
201672,Central Ohio Technical College,2022,1,30,2614,5016,66,70,,13,21,92,5775,54,4209,4729,25,54,192,0
201690,Central State University,2022,1,25,5434,5176,26,70,41,21,73,94,6943,80,3954,6464,22,5,522,3
201821,The Christ College of Nursing and Health Sciences,2022,1,53,866,15490,74,92,68,15,16,100,9504,48,5898,6538,63,21,85,0
201867,Cincinnati College of Mortuary Science,2022,1,,91,19975,80,82,,15,0,,,,,,0,100,16,0
201885,University of Cincinnati-Main Campus,2022,1,72,41155,10656,71,50,86,18,14,84,8733,20,4887,8696,50,36,7415,613
201928,Cincinnati State Technical and Community College,2022,1,17,8404,4284,56,61,22,12,26,99,5564,55,6453,6174,28,46,575,0
201946,University of Cincinnati-Clermont College,2022,1,22,7448,5628,72,60,,20,81,89,5500,42,4645,5543,9,10,243,0
201955,University of Cincinnati-Blue Ash College,2022,1,16,6569,6054,64,61,,18,40,86,5628,42,4647,5291,28,32,334,0
201964,Ohio Christian University,2022,1,32,1600,16247,48,59,61,8,78,98,12560,48,4442,9090,6,16,185,0
201973,Clark State College,2022,1,32,4703,3416,73,67,0,13,36,89,4710,54,5035,4759,26,38,331,0
202046,Cleveland Institute of Art,2022,1,73,584,43380,68,72,80,8,0,99,28356,48,5019,10405,14,86,167,0
202073,Cleveland Institute of Music,2022,1,83,341,40000,46,50,89,6,0,100,28571,18,5949,5323,37,63,103,0
202134,Cleveland State University,2022,1,49,14385,12144,60,54,69,16,8,94,9436,48,5257,5999,43,49,1707,11
202170,Columbus College of Art & Design,2022,1,60,972,37650,66,70,78,10,1,100,23246,42,5690,8278,51,48,190,0
202222,Columbus State Community College,2022,1,26,25129,5188,47,56,63,17,26,81,6473,48,5028,3940,26,48,1558,11
202356,Cuyahoga Community College District,2022,1,26,15764,4622,55,62,57,11,39,76,5827,55,6082,4020,29,32,1930,12
202435,Davis College,2022,1,0,110,12600,25,85,23,7,15,77,5513,69,4845,5911,84,2,19,0
202453,Dayton Barber College,2022,1,67,69,,36,14,84,25,0,87,4830,87,4830,,0,100,5,0
202480,University of Dayton,2022,1,81,11674,46170,79,48,88,15,0,98,31920,19,4802,10921,19,81,2956,16
