UnitID,InstitutionName,Year,CovidIndicator,GraduationRate,TotalEnrollment,AvgInStateTuition,PercentWhite,PercentWomen,RetentionRate,StudentToFacultyRatio,PercentOnlineOnly,PercentAnyFinancialAid,AvgGrantAid,PercentPellGrant,AvgPellGrant,AvgStudentLoans
493521,Global Tech College,2019,0,,7,8500,43,71,100,2,0,100,1549,100,1549,3133
494250,Valley College-Cleveland,2019,0,,54,,19,94,,14,0,100,6646,100,5396,7313
200590,ETI Technical College,2020,1,88,121,9960,66,75,78,8,0,100,21427,91,6922,6719
200785,Herzing University-Akron,2020,1,33,502,13320,47,88,33,13,38,100,7466,89,4779,9465
200800,University of Akron Main Campus,2020,1,48,16094,9596,76,48,75,16,27,95,7171,35,4541,7647
200846,University of Akron Wayne College,2020,1,11,1658,5940,86,62,55,32,19,88,5034,39,4073,5273
200873,Allegheny Wesleyan College,2020,1,42,67,6400,96,60,43,8,3,100,5913,86,5362,350
201061,Art Academy of Cincinnati,2020,1,48,235,32964,65,70,59,9,0,100,19378,57,4526,7721
201104,Ashland University,2020,1,62,4447,22000,78,63,77,16,17,99,12898,41,5650,7967
201177,Aultman College of Nursing and Health Sciences,2020,1,25,355,17850,87,89,69,9,32,88,8077,46,4517,8411
201195,Baldwin Wallace University,2020,1,70,3399,34504,77,55,85,11,0,100,23091,32,4520,8321
201283,Belmont College,2020,1,24,802,2778,93,64,56,17,9,93,3942,54,4086,1764
201371,Bluffton University,2020,1,55,750,33952,73,46,72,12,2,100,26103,45,4972,7371
201432,Bowling Green State University-Firelands,2020,1,11,2085,4800,80,65,62,20,15,84,4642,47,4670,6785
201441,Bowling Green State University-Main Campus,2020,1,62,18142,9463,79,56,79,19,7,95,7539,29,4471,8017
201469,Bryant & Stratton College-Parma,2020,1,8,765,18213,44,76,100,12,4,96,7917,91,4086,5971
201548,Capital University,2020,1,60,3020,37978,75,61,75,12,10,100,27812,31,4826,7810
201645,Case Western Reserve University,2020,1,85,11465,52448,43,46,93,11,0,90,33974,18,4882,6375
201654,Cedarville University,2020,1,74,4461,32364,89,55,88,15,10,100,17422,21,4240,8199
201672,Central Ohio Technical College,2020,1,24,3029,4776,68,71,46,14,14,92,4621,59,4275,4748
201690,Central State University,2020,1,28,4021,4306,27,69,56,19,63,96,6109,85,5108,6204
201821,The Christ College of Nursing and Health Sciences,2020,1,36,1015,14236,78,93,78,15,23,100,7991,41,5260,7453
201867,Cincinnati College of Mortuary Science,2020,1,,112,19975,85,80,,15,0,,,,,
201885,University of Cincinnati-Main Campus,2020,1,73,40151,9723,74,50,88,18,38,93,5076,17,4559,8793
201928,Cincinnati State Technical and Community College,2020,1,15,6873,4050,56,61,,13,64,77,6066,54,5901,4346
201946,University of Cincinnati-Clermont College,2020,1,20,7443,5012,74,55,,22,90,86,3803,39,4733,4691
201955,University of Cincinnati-Blue Ash College,2020,1,15,7056,5413,64,60,,19,79,86,3742,45,4684,5733
201964,Ohio Christian University,2020,1,34,2186,14400,49,59,63,8,67,98,10145,60,4047,6528
201973,Clark State College,2020,1,21,5396,3296,75,67,100,14,48,87,5266,60,5388,4458
202046,Cleveland Institute of Art,2020,1,64,599,41490,68,71,76,9,0,100,24348,47,4751,8933
202073,Cleveland Institute of Music,2020,1,71,381,41557,35,51,96,6,100,100,23659,13,4602,6778
202134,Cleveland State University,2020,1,48,15247,11185,64,56,76,15,42,92,7795,47,5054,6691
202170,Columbus College of Art & Design,2020,1,61,1009,36500,67,70,72,10,90,100,21609,44,4561,8018
202222,Columbus State Community College,2020,1,31,27621,4888,56,56,60,20,85,71,4769,47,4892,3648
202356,Cuyahoga Community College District,2020,1,24,18754,4322,57,61,54,16,75,75,5427,58,5660,1887
202435,Davis College,2020,1,26,80,12600,25,81,100,8,0,100,2190,100,2065,
202453,Dayton Barber College,2020,1,67,66,,33,11,65,25,0,88,4039,62,4363,
202480,University of Dayton,2020,1,81,11650,44890,80,49,91,15,0,97,28345,18,4718,12217
202514,Defiance College,2020,1,45,607,33150,61,41,60,12,6,100,21388,59,4037,8539
202523,Denison University,2020,1,80,2258,55420,60,53,85,9,16,99,29751,12,5061,7467
202648,Edison State Community College,2020,1,35,4202,4200,87,62,51,24,49,90,4071,48,4215,5277
202763,The University of Findlay,2020,1,63,4829,35174,66,64,79,14,2,100,21350,28,3908,9759
202806,Franklin University,2020,1,42,5926,9552,58,55,9,13,100,95,17789,42,4574,8135
202903,Gods Bible School and College,2020,1,43,335,6000,80,50,83,9,44,100,5238,53,4331,4206
202912,Good Samaritan College of Nursing and Health Science,2020,1,29,372,13605,81,92,,8,43,60,500,0,,10564
203085,Heidelberg University,2020,1,52,1230,31700,80,50,78,14,13,100,22632,35,4507,7754
203128,Hiram College,2020,1,50,1110,24500,44,56,75,11,12,100,30490,57,5363,8340
203155,Hocking College,2020,1,25,2431,3696,78,49,43,17,8,91,4178,66,4102,4329
203289,International College of Broadcasting,2020,1,45,60,15420,52,28,68,9,0,93,6663,86,5772,10272
203331,Eastern Gateway Community College,2020,1,20,40036,3791,52,68,61,47,96,97,7254,53,4860,3444
203368,John Carroll University,2020,1,75,3278,42676,87,47,84,13,100,99,29002,19,4284,8161
203386,Hondros College of Nursing,2020,1,23,2159,10766,43,93,52,15,0,98,6683,86,5957,8134
203438,Casal Aveda Institute,2020,1,71,92,,77,97,80,3,0,93,5049,67,4498,5949
203447,Kent State University at Ashtabula,2020,1,26,2049,6116,80,64,60,22,48,94,4888,65,5100,4841
203456,Kent State University at East Liverpool,2020,1,19,1173,6116,82,68,44,27,63,98,3942,63,4531,4722
203465,Kent State University at Stark,2020,1,31,4950,6116,81,62,65,22,26,83,4243,40,4887,4397
203474,Kent State University at Trumbull,2020,1,24,2290,6116,81,62,57,29,52,94,4658,61,4675,4705
203483,Kent State University at Tuscarawas,2020,1,31,2212,6116,83,59,56,22,32,94,3754,45,4973,4757
203492,Kent State University at Salem,2020,1,23,1729,6116,84,72,54,21,29,92,4089,50,5093,4372
203517,Kent State University at Kent,2020,1,65,26822,10810,75,62,82,21,8,97,8035,31,4740,7980
203526,Kent State University at Geauga,2020,1,16,2477,6116,75,64,56,26,41,79,4272,51,5024,4344
203535,Kenyon College,2020,1,89,1615,54720,68,57,89,9,43,74,33688,9,4272,5581
203544,Kettering College,2020,1,42,763,13824,77,81,68,10,51,87,7919,43,4677,9749
203580,Lake Erie College,2020,1,48,949,31736,64,48,66,12,0,100,25205,48,4614,7501
203599,Lakeland Community College,2020,1,15,5331,3942,74,63,50,12,38,75,4201,52,4390,4518
203614,Collins Career Technical Center,2020,1,72,293,,100,78,100,6,0,100,6135,63,6120,5991
203678,James A. Rhodes State College,2020,1,33,3324,4325,80,65,64,16,15,89,3976,50,4193,4623
203720,Ohio Business College-Sheffield,2020,1,56,184,8820,45,44,73,14,0,95,5286,85,4612,8827
203739,Ohio Business College-Sandusky,2020,1,80,107,8820,54,88,59,7,0,82,5824,68,4368,6566
203748,Lorain County Community College,2020,1,23,10138,3942,73,63,,15,61,82,4432,49,4601,3856
203757,Lourdes University,2020,1,43,1253,23600,62,61,67,13,5,99,17287,46,4992,7090
203775,Malone University,2020,1,54,1463,31416,76,60,78,13,13,100,25550,41,4328,6557
203845,Marietta College,2020,1,53,1254,35030,80,47,77,8,0,100,29290,35,4648,8627
203881,Marion Technical College,2020,1,29,2147,4940,82,64,52,10,27,86,4054,56,4559,4706
203960,Mercy College of Ohio,2020,1,49,1561,16200,74,87,71,7,38,97,8743,39,5553,6817
203997,Methodist Theological School in Ohio,2020,1,,139,,,,,,,,,,,
204006,Miami University-Hamilton,2020,1,16,2451,6318,73,51,54,15,25,83,4490,41,4531,5152
204015,Miami University-Middletown,2020,1,15,1640,6318,69,53,66,21,26,86,4263,43,4512,4963
204024,Miami University-Oxford,2020,1,82,18880,12637,75,51,88,16,5,90,13417,12,4847,8349
204121,Moler Hollywood Beauty Academy,2020,1,30,67,,21,100,67,15,0,80,6270,80,6185,6000
204176,Mount Carmel College of Nursing,2020,1,80,903,21837,70,89,70,13,100,86,7058,51,4969,4980
204185,University of Mount Union,2020,1,66,2178,32200,78,48,76,12,0,100,20324,32,4537,7648
204194,Mount Vernon Nazarene University,2020,1,62,2140,22400,87,60,77,14,28,100,21394,37,4227,6709
204200,Mount St. Joseph University,2020,1,55,2031,31100,83,57,74,11,1,100,21878,36,4891,7765
204255,Zane State College,2020,1,39,2223,5370,88,55,,20,13,81,5314,54,5016,3477
204264,Muskingum University,2020,1,56,2231,28700,79,55,73,13,7,95,23155,49,4806,9059
204422,North Central State College,2020,1,19,2729,5088,88,61,67,16,29,94,4304,52,4163,2829
204440,Northwest State Community College,2020,1,35,3736,4256,54,35,72,24,15,89,5113,50,4405,3616
204459,Toledo Public Schools Adult and Continuing Education,2020,1,71,57,,18,53,76,11,0,88,4122,88,4024,4418
204477,Northeast Ohio Medical University,2020,1,,985,,,,,,,,,,,
204486,University of Northwestern Ohio,2020,1,62,3009,10740,76,15,54,23,17,92,6108,41,5373,7668
204501,Oberlin College,2020,1,86,2658,57654,59,59,83,9,0,87,34379,10,4745,4925
204608,Ohio Technical College,2020,1,72,426,,73,11,84,12,0,90,4842,63,3798,6426
204617,Ohio Dominican University,2020,1,53,1415,32300,54,52,62,15,0,100,23460,51,4490,6744
204635,Ohio Northern University,2020,1,76,2817,33470,78,45,84,11,0,99,23605,23,4316,14180
204662,Ohio State University Agricultural Technical Institute,2020,1,42,547,7951,94,54,68,15,27,92,5352,34,4061,6967
204671,Ohio State University-Lima Campus,2020,1,18,998,7991,80,55,43,20,17,86,4868,35,4196,5199
204680,Ohio State University-Mansfield Campus,2020,1,20,1012,7991,76,57,40,18,18,88,5774,47,4638,6200
204699,Ohio State University-Marion Campus,2020,1,13,1158,7991,80,51,49,18,17,88,5378,33,4621,5118
204705,Ohio State University-Newark Campus,2020,1,32,2873,7991,63,51,30,29,38,80,6107,41,4706,5602
204714,Ohio State Beauty Academy,2020,1,64,72,,71,92,81,14,0,96,5374,63,5659,6507
204723,Ohio State College of Barber Styling,2020,1,76,247,,41,22,78,20,0,100,5802,94,5670,3168
204769,The Spa School,2020,1,66,137,,47,97,76,24,0,81,3118,48,3391,4006
204778,Ohio State School of Cosmetology-Canal Winchester,2020,1,56,88,,55,97,74,20,0,89,4013,56,3645,3932
204796,Ohio State University-Main Campus,2020,1,87,61369,10615,66,50,94,19,31,84,11173,19,4785,7544
204802,Ohio University-Eastern Campus,2020,1,30,1054,5674,87,61,66,16,21,85,4895,44,4286,3839
204820,Ohio University-Chillicothe Campus,2020,1,20,2332,5674,87,65,56,19,25,89,4311,50,4124,4208
204839,Ohio University-Southern Campus,2020,1,30,2535,5674,86,65,51,17,25,87,4659,56,4209,4423
204848,Ohio University-Lancaster Campus,2020,1,25,2516,5674,85,60,55,19,30,80,4674,39,4180,3915
204857,Ohio University-Main Campus,2020,1,66,25714,12612,81,61,81,16,28,95,7134,25,4488,8677
204866,Ohio University-Zanesville Campus,2020,1,27,2097,5674,87,71,57,17,23,85,4572,43,4310,3841
204884,East Ohio College,2020,1,74,170,12885,95,92,71,14,0,100,7494,88,5302,6872
204893,Trinity Health System School of Nursing,2020,1,20,49,9840,100,84,0,4,0,100,1845,50,1845,7500
204909,Ohio Wesleyan University,2020,1,67,1426,46870,71,55,82,10,1,100,35864,29,4696,6974
204936,Otterbein University,2020,1,66,2652,32624,75,62,78,11,2,100,22925,35,4794,7675
204945,Owens Community College,2020,1,20,7536,4464,73,52,54,14,34,85,3956,54,4260,5039
204990,Payne Theological Seminary,2020,1,,177,,,,,,,,,,,
205027,Pontifical College Josephinum,2020,1,58,86,26412,78,0,86,5,0,100,6721,86,4804,8500
205054,Professional Skills Institute,2020,1,67,350,12002,42,88,68,14,0,100,5544,73,4378,6837
205090,Firelands Regional Medical Center School of Nursing,2020,1,,79,6039,90,95,,6,0,,,,,
205124,Rabbinical College Telshe,2020,1,17,59,13000,100,0,75,8,0,75,9524,33,9293,
205142,Raphael's School of Beauty Culture Inc-Niles,2020,1,44,177,,64,68,85,24,0,97,6504,88,5524,6280
205179,Fortis College-Centerville,2020,1,51,559,13874,59,81,62,8,0,98,6500,88,5803,8553
205203,University of Rio Grande,2020,1,25,1551,26821,77,64,63,16,9,94,6955,60,4960,7358
205391,The Modern College of Design,2020,1,53,184,27399,71,72,,17,6,88,5117,34,3956,6410
205443,Shawnee State University,2020,1,41,3485,8604,83,56,74,14,4,96,6880,52,4554,5850
205470,Sinclair Community College,2020,1,26,18687,3649,66,56,75,17,70,75,4327,40,4598,4120
205841,Stark State College,2020,1,18,10772,3036,77,60,51,21,35,82,3736,57,4200,4359
205887,Stautzenberger College-Maumee,2020,1,67,551,16249,70,89,68,17,25,94,5828,76,5570,9810
205957,Franciscan University of Steubenville,2020,1,79,3304,29720,74,58,86,15,10,99,14617,25,4167,7692
205966,Southern State Community College,2020,1,25,2018,4832,92,69,49,20,29,94,4551,62,4764,3886
206011,Terra State Community College,2020,1,13,2057,4344,76,50,56,14,30,67,4143,29,4489,5869
206048,Tiffin University,2020,1,41,2933,27210,52,51,66,15,23,99,17962,47,4668,8688
206084,University of Toledo,2020,1,53,18319,8736,69,51,78,21,27,97,8735,34,4628,6668
206154,Tri-State Bible College,2020,1,,20,8400,50,22,0,3,0,100,14000,100,6662,
206288,United Theological Seminary,2020,1,,412,,,,,,,,,,,
206349,Ursuline College,2020,1,36,1100,34290,58,92,75,8,8,100,27471,53,4920,6383
206437,Walsh University,2020,1,60,2651,29910,42,56,71,15,11,97,23486,38,4588,7640
206446,Washington State Community College,2020,1,32,1809,3960,86,65,56,12,12,84,5493,62,5605,4915
206491,Wilberforce University,2020,1,39,453,12020,1,63,35,10,0,95,9836,89,4997,3999
206507,Wilmington College,2020,1,52,1165,26400,77,55,65,14,8,100,16992,46,4454,5672
206516,Winebrenner Theological Seminary,2020,1,,67,,,,,,,,,,,
206525,Wittenberg University,2020,1,63,1488,40630,77,53,76,11,0,100,31759,30,4784,7026
206589,The College of Wooster,2020,1,74,1924,53550,60,54,87,11,17,99,38599,22,4668,8972
206604,Wright State University-Main Campus,2020,1,43,10936,9469,74,55,65,14,55,93,7743,41,5017,6697
206613,Wright State University-Lake Campus,2020,1,37,1749,6337,90,59,65,16,53,87,4503,31,4482,5039
206622,Xavier University,2020,1,69,7061,42230,75,57,85,11,1,100,23500,14,4699,9820
206695,Youngstown State University,2020,1,47,11835,8966,75,55,76,18,7,97,9235,44,5080,6040
245892,Antioch University,2020,1,,,,,,,,,,,,,
250902,Moler-Pickens Beauty Academy,2020,1,75,75,,33,97,50,20,0,100,5798,100,5774,4639
363147,Raphael's School of Beauty Culture Inc-Alliance,2020,1,54,421,,34,97,77,25,0,87,3620,75,3141,6652
363882,Raphael's School of Beauty Culture Inc-Brunswick,2020,1,68,70,,40,96,67,18,0,81,4686,69,4430,6309
375407,Madison Adult Career Center,2020,1,75,117,,72,80,72,10,0,95,4000,44,4282,3765
375416,Remington College-Cleveland Campus,2020,1,35,401,14934,10,72,44,11,0,98,5289,93,4637,8025
405012,Ohio State School of Cosmetology-Heath,2020,1,57,90,,94,100,78,13,0,87,3373,55,3548,4459
407568,Raphael's School of Beauty Culture Inc-Boardman,2020,1,52,151,,54,98,63,27,0,84,6150,80,5245,6310
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2020,1,,34,9540,79,71,,11,0,,,,,
434830,Creative Images Institute of Cosmetology-North Dayton,2020,1,76,154,,44,99,58,16,0,88,4074,52,4117,5489
439899,Rosedale Bible College,2020,1,48,71,8400,96,41,63,15,20,100,11784,44,4612,2559
441636,American Institute of Alternative Medicine,2020,1,47,341,11274,15,84,,19,0,100,6096,87,5472,8849
441645,Brown Aveda Institute-Mentor,2020,1,81,120,,72,96,90,8,0,97,4448,71,5018,6492
444051,Creative Images Institute of Cosmetology-South Dayton,2020,1,81,81,,53,98,66,12,0,67,4224,39,4046,5042
448600,Stautzenberger College-Brecksville,2020,1,60,283,16249,62,95,70,18,19,98,5607,73,5434,8987
450058,Fortis College-Columbus,2020,1,51,1042,14835,36,84,56,27,0,99,6511,93,5654,7593
450067,Fortis College-Cincinnati,2020,1,66,587,14214,21,74,62,22,0,97,6705,94,6041,8373
450395,Brown Aveda Institute-Strongsville,2020,1,60,113,,66,97,71,5,0,73,4287,47,4613,5970
451477,MyComputerCareer at Columbus,2020,1,63,3013,,42,17,89,35,99,91,5655,74,5213,16072
452081,Ross College-Sylvania,2020,1,63,557,,43,97,59,43,74,78,5218,70,4600,6733
452373,ATA College-Cincinnati,2020,1,30,231,12420,17,97,40,10,0,93,3661,87,3573,5097
452948,Galen College of Nursing-Cincinnati,2020,1,47,1067,,73,90,64,14,0,91,4840,64,4442,8394
453792,Ohio Medical Career College,2020,1,82,80,,15,95,78,20,0,97,5313,85,4793,7384
454236,Chamberlain University-Ohio,2020,1,50,744,18900,59,90,64,8,100,91,7343,82,5015,7278
457916,Summit Salon Academy-Perrysburg,2020,1,73,88,,74,100,100,10,0,87,5126,57,5126,5039
461111,Allstate Hairstyling & Barber College,2020,1,81,30,,27,10,97,10,0,75,4706,75,4706,
461999,Elite School of Cosmetology,2020,1,46,92,,60,97,69,18,0,77,4331,62,4331,4917
476629,Salon Institute-Toledo Campus,2020,1,79,144,,83,94,66,14,0,79,4973,40,4973,6389
476683,Athena Career Academy,2020,1,72,338,,20,95,63,41,0,98,2558,78,2558,5577
482574,DeVry University-Ohio,2020,1,15,419,14616,65,44,58,14,95,92,5898,67,5069,7205
483018,Antioch College,2020,1,66,116,35461,49,60,71,7,14,100,32509,81,5076,6605
483647,Ohio Institute of Allied Health,2020,1,50,34,13700,44,94,71,4,0,100,4742,93,4742,7610
483920,LaBarberia Institute of Hair,2020,1,83,69,,14,43,79,25,0,84,5420,82,5420,6455
486257,Valor Christian College,2020,1,41,289,7200,36,56,65,19,40,79,5293,47,5304,7073
487302,Fortis College-Cuyahoga Falls,2020,1,56,575,14227,46,77,43,28,0,96,5497,86,5402,7780
487861,Felbry College,2020,1,,288,13335,6,89,,22,0,97,3406,97,2485,4306
490692,Cincinnati School of Barbering & Hair Design,2020,1,100,52,,27,12,88,25,0,90,4603,90,4603,
490832,Ross College-Canton,2020,1,43,279,,53,93,75,15,0,65,4414,41,4859,11178
493521,Global Tech College,2020,1,,2,8500,50,50,80,2,0,100,2788,100,2788,5615
494250,Valley College-Cleveland,2020,1,,221,,21,93,75,18,0,100,6473,94,5796,6921
494995,Meryma'at Barber College,2020,1,67,30,,33,20,73,20,0,42,5473,42,5473,
200590,ETI Technical College,2021,1,75,129,10002,71,81,75,0,100,11441,75,7053,8475,8475
200785,Herzing University-Akron,2021,1,40,410,13320,46,90,50,39,100,6292,92,4621,9131,9131
200800,University of Akron Main Campus,2021,1,60,14516,9595,74,48,69,9,96,7341,39,4428,6778,6778
200846,University of Akron Wayne College,2021,1,19,1575,5940,87,61,55,4,91,5079,40,3658,4510,4510
200873,Allegheny Wesleyan College,2021,1,58,77,6400,95,58,81,1,88,6367,59,5700,3500,3500
201061,Art Academy of Cincinnati,2021,1,38,239,33400,63,71,59,2,100,19479,57,5510,7935,7935
201104,Ashland University,2021,1,68,4929,22000,75,54,72,14,98,14613,34,5213,8693,8693
201177,Aultman College of Nursing and Health Sciences,2021,1,50,259,18210,86,90,53,21,92,7148,50,4645,8686,8686
201195,Baldwin Wallace University,2021,1,66,3325,35366,77,56,82,1,100,25184,31,4967,7759,7759
201283,Belmont College,2021,1,28,803,2898,94,62,50,6,84,4223,50,4274,2919,2919
201371,Bluffton University,2021,1,53,791,33952,73,45,69,2,100,28155,55,4932,7619,7619
201432,Bowling Green State University-Firelands,2021,1,11,1940,5390,77,64,54,23,90,4146,48,4488,6145,6145
201441,Bowling Green State University-Main Campus,2021,1,62,17645,10776,79,56,78,7,98,7888,26,4593,7460,7460
201469,Bryant & Stratton College-Parma,2021,1,22,619,18487,49,75,67,0,95,7676,66,3742,5150,5150
201548,Capital University,2021,1,62,2820,38928,72,61,79,1,100,27445,35,4633,7066,7066
201645,Case Western Reserve University,2021,1,84,12142,54020,40,47,94,0,85,33761,17,5232,6031,6031
201654,Cedarville University,2021,1,73,4643,33174,89,55,86,13,100,18636,19,4296,7860,7860
201672,Central Ohio Technical College,2021,1,30,2636,4896,70,70,46,13,94,4184,47,4227,4343,4343
201690,Central State University,2021,1,23,6044,4842,27,71,41,70,95,6671,83,4278,5983,5983
201821,The Christ College of Nursing and Health Sciences,2021,1,42,879,15114,75,92,83,21,100,8765,44,5076,6716,6716
201867,Cincinnati College of Mortuary Science,2021,1,,104,19975,87,86,,0,,,,,,
201885,University of Cincinnati-Main Campus,2021,1,73,40329,10099,72,51,87,15,85,6981,17,4765,7895,7895
201928,Cincinnati State Technical and Community College,2021,1,17,8140,4050,57,61,100,30,81,6869,50,6102,4798,4798
201946,University of Cincinnati-Clermont College,2021,1,20,6529,5230,71,57,,77,80,4438,36,4435,5105,5105
201955,University of Cincinnati-Blue Ash College,2021,1,13,6133,5651,65,61,,39,77,4387,40,4393,5383,5383
201964,Ohio Christian University,2021,1,29,1900,13045,43,61,65,79,97,13996,47,4652,7252,7252
201973,Clark State College,2021,1,22,5042,3296,74,67,33,36,86,5602,54,5613,4435,4435
202046,Cleveland Institute of Art,2021,1,56,580,42530,66,73,90,0,100,28187,50,5094,9592,9592
202073,Cleveland Institute of Music,2021,1,71,343,40000,11,51,100,0,98,24333,19,4430,8401,8401
202134,Cleveland State University,2021,1,51,15308,11610,63,56,70,7,94,8779,41,5104,6041,6041
202170,Columbus College of Art & Design,2021,1,60,1000,36500,67,70,82,4,100,24540,45,4906,8003,8003
202222,Columbus State Community College,2021,1,28,25102,5038,52,56,61,65,82,3939,47,4836,3628,3628
202356,Cuyahoga Community College District,2021,1,24,17523,4472,56,62,59,54,73,6057,54,6203,3703,3703
202435,Davis College,2021,1,75,106,12600,23,79,32,0,68,5225,68,4322,6913,6913
202453,Dayton Barber College,2021,1,65,73,,30,18,78,0,86,5314,86,5314,,
202480,University of Dayton,2021,1,80,11971,44890,79,48,88,0,98,32287,19,4811,10965,10965
202514,Defiance College,2021,1,51,585,34044,66,40,55,0,97,22996,57,4582,6686,6686
202523,Denison University,2021,1,81,2321,57500,60,52,87,0,96,34310,14,5270,8248,8248
202648,Edison State Community College,2021,1,38,4435,3488,88,63,53,41,96,4575,36,4003,5001,5001
202763,The University of Findlay,2021,1,63,4811,35878,62,64,88,5,100,25326,34,4802,9325,9325
202806,Franklin University,2021,1,25,6815,9552,60,60,100,91,25,,0,,9500,9500
202903,Gods Bible School and College,2021,1,42,348,6500,79,51,86,49,100,5788,62,4811,3196,3196
202912,Good Samaritan College of Nursing and Health Science,2021,1,83,305,13605,72,94,,12,92,4310,38,3265,4076,4076
203085,Heidelberg University,2021,1,57,1197,32900,79,49,70,5,100,24158,38,4540,6347,6347
203128,Hiram College,2021,1,53,1335,25000,32,55,71,7,100,19854,51,4816,7068,7068
203155,Hocking College,2021,1,23,2348,3816,79,51,42,12,93,4181,59,4144,2020,2020
203289,International College of Broadcasting,2021,1,56,55,11830,62,22,79,0,55,4890,36,4440,5354,5354
203331,Eastern Gateway Community College,2021,1,32,45173,4115,51,68,64,95,98,8027,36,4984,2719,2719
203368,John Carroll University,2021,1,76,3171,43740,85,45,86,0,99,30648,19,4657,7487,7487
203386,Hondros College of Nursing,2021,1,23,2541,18912,37,93,40,1,99,6415,89,5900,6497,6497
203438,Casal Aveda Institute,2021,1,62,106,,73,97,92,0,97,5909,62,6110,6420,6420
203447,Kent State University at Ashtabula,2021,1,29,1859,6651,79,63,53,70,94,4832,59,5109,4922,4922
203456,Kent State University at East Liverpool,2021,1,22,1021,6651,81,67,45,78,96,4384,50,5320,6499,6499
203465,Kent State University at Stark,2021,1,33,4653,6651,80,62,61,59,78,4637,37,4806,4812,4812
203474,Kent State University at Trumbull,2021,1,27,2068,6651,81,62,55,72,89,4968,51,5032,4952,4952
203483,Kent State University at Tuscarawas,2021,1,38,1986,6651,84,60,60,53,94,3989,43,5811,5054,5054
203492,Kent State University at Salem,2021,1,31,1566,6651,84,72,53,68,83,4686,43,4969,5266,5266
203517,Kent State University at Kent,2021,1,68,26597,11000,75,62,81,25,95,8401,29,4931,7633,7633
203526,Kent State University at Geauga,2021,1,24,2240,6651,76,64,34,70,79,3641,35,5506,4953,4953
203535,Kenyon College,2021,1,87,1875,63060,69,54,91,0,80,32553,10,4926,4470,4470
203544,Kettering College,2021,1,49,811,14232,72,84,73,10,98,5961,33,5064,7972,7972
203580,Lake Erie College,2021,1,45,920,32610,64,46,63,3,100,25369,40,4462,7196,7196
203599,Lakeland Community College,2021,1,14,4786,3611,71,63,60,32,59,4296,35,4585,4813,4813
203614,Collins Career Technical Center,2021,1,75,454,,97,80,100,0,87,5598,80,5598,7000,7000
203678,James A. Rhodes State College,2021,1,47,3402,4325,76,65,65,14,69,2609,39,2617,3626,3626
203720,Ohio Business College-Sheffield,2021,1,54,183,8820,48,48,76,0,100,6257,89,5969,7495,7495
203739,Ohio Business College-Sandusky,2021,1,77,54,8820,50,87,50,0,94,5366,89,4528,6183,6183
203748,Lorain County Community College,2021,1,27,9520,4007,72,62,,37,93,4274,44,4325,4092,4092
203757,Lourdes University,2021,1,58,1112,24400,78,58,58,5,100,19629,44,4100,6640,6640
203775,Malone University,2021,1,60,1306,32400,74,59,72,14,100,23743,39,4400,7424,7424
203845,Marietta College,2021,1,51,1265,36410,82,49,67,0,99,29018,31,4744,7115,7115
203881,Marion Technical College,2021,1,31,2662,5000,78,58,62,28,94,4231,55,4787,4428,4428
203960,Mercy College of Ohio,2021,1,52,1311,16200,72,89,76,30,100,8178,53,3680,7437,7437
203997,Methodist Theological School in Ohio,2021,1,,126,,,,,,,,,,,
204006,Miami University-Hamilton,2021,1,19,2289,5747,72,52,64,32,85,4171,40,4619,4723,4723
204015,Miami University-Middletown,2021,1,19,1492,5747,70,55,65,44,81,3808,33,4377,5044,5044
204024,Miami University-Oxford,2021,1,83,19264,13253,79,51,89,1,94,13405,14,5037,8082,8082
204121,Moler Hollywood Beauty Academy,2021,1,88,67,,31,100,67,0,76,6038,72,6279,6000,6000
204176,Mount Carmel College of Nursing,2021,1,81,790,22134,67,88,58,24,90,5931,50,4717,5486,5486
204185,University of Mount Union,2021,1,68,2133,33000,78,49,72,0,100,21440,38,4538,7887,7887
204194,Mount Vernon Nazarene University,2021,1,59,2064,23483,87,61,78,23,100,21161,32,4735,7096,7096
204200,Mount St. Joseph University,2021,1,53,2064,32100,82,53,72,1,100,23074,37,5048,7412,7412
204255,Zane State College,2021,1,44,1731,5520,87,60,,17,70,5883,46,5916,3624,3624
204264,Muskingum University,2021,1,51,2171,29300,77,54,68,7,97,23812,56,4736,7219,7219
204422,North Central State College,2021,1,18,2582,5088,87,61,90,30,94,4505,47,4576,2684,2684
204440,Northwest State Community College,2021,1,39,2777,4256,62,44,83,21,86,5987,36,4784,3657,3657
204459,Toledo Public Schools Adult and Continuing Education,2021,1,66,20,,25,30,78,0,89,3930,89,3830,2872,2872
204477,Northeast Ohio Medical University,2021,1,,1011,,,,,,,,,,,
204486,University of Northwestern Ohio,2021,1,60,2741,10475,80,15,56,14,92,5989,36,5507,7274,7274
204501,Oberlin College,2021,1,82,2953,59384,61,58,91,0,95,34607,8,5131,5077,5077
204608,Ohio Technical College,2021,1,63,470,,71,11,59,0,83,6076,51,5348,7030,7030
204617,Ohio Dominican University,2021,1,56,1332,32780,50,51,57,8,100,22739,47,4741,6450,6450
204635,Ohio Northern University,2021,1,76,3116,34390,81,45,86,0,99,25122,25,4378,14357,14357
204662,Ohio State University Agricultural Technical Institute,2021,1,46,490,8253,91,57,62,2,89,5380,32,3924,5907,5907
